future_id,primary_id,group_1_ef_lvst_entferm,group_2_yf_agrc,group_3_demscalar_soil,group_4_demscalar_ippu,group_5_efficfactor_enfu_industrial_energy_fuel,group_6_elecfuelefficiency_trns,group_7_factor_waso_waste_per_capita_scalar_food,group_8_frac_fgtv,group_9_frac_agrc_agriculture_production_lost,group_10_frac_agrc,group_12_frac_enfu_transmission_loss_fuel_electricity,group_13_frac_gnrl_eating_red_meats+,group_14_frac_ippu_cement_clinker,group_15_frac_ippu_production_with_co2_capture,group_16_frac_lvst_mm,group_17_frac_trns_fuelmix,group_18_frac_trns_mtkm_dem_freight,group_19_frac_trns_pkm_dem,group_20_frac_wali_ww,group_21_frac_waso_non_recycled,group_22_frac_waso,group_23_frac_waso_recycled,group_24_frac_waso,group_25_frac_inen_energy,group_26_frac_inen_energy,group_27_frac_scoe_heat_energy,group_28_fuelefficiency_trns,group_29_gasrf,group_30_ef_ippu_tonne,group_31_ef_ippu_tonne_n2o_per,group_32_lndu_reallocation_factor,group_33_exports_lvst,group_34_nemomod_en,group_35_occrate_trns_passenger_per_vehicle_road_light,group_36_pij_lndu_croplands_to,group_37_pij_lndu_forests_mangroves_to,group_38_pij_lndu_forests_primary_to,group_39_pij_lndu_forests_secondary_to,group_40_pij_lndu_grasslands+,group_41_pij_lndu_other_to,group_42_pij_lndu_settlements_to,group_43_pij_lndu_wetlands_to,group_44_ef_agrc_anaerobicdom_rice_kg_ch4_ha,group_45_scalar_lvst_carrying_capacity,group_46_scalar_scoe_appliance_energy_demand,group_47_scalar_scoe_heat_energy_demand,total_emissions_last_five_years,emission_co2e_subsector_total_last_five_years_agrc,emission_co2e_subsector_total_last_five_years_ccsq,emission_co2e_subsector_total_last_five_years_entc,emission_co2e_subsector_total_last_five_years_fgtv,emission_co2e_subsector_total_last_five_years_frst,emission_co2e_subsector_total_last_five_years_inen,emission_co2e_subsector_total_last_five_years_ippu,emission_co2e_subsector_total_last_five_years_lndu,emission_co2e_subsector_total_last_five_years_lsmm,emission_co2e_subsector_total_last_five_years_lvst,emission_co2e_subsector_total_last_five_years_scoe,emission_co2e_subsector_total_last_five_years_soil,emission_co2e_subsector_total_last_five_years_trns,emission_co2e_subsector_total_last_five_years_trww,emission_co2e_subsector_total_last_five_years_waso
1,275276,0.9524356382730038,0.3603971153333539,0.2029904892880147,0.9957481578540018,0.369859076757721,0.9199204676207916,0.4784503247270105,0.4457976439974859,0.4909882922179556,0.5102803044001378,0.5419023912743544,0.7310330230813944,0.1924971824102848,0.5033230823193775,0.573364743963583,0.7661626708013759,0.2817681911971597,0.9138991160623258,0.4267926644950809,0.6848534915530683,0.2695253409821228,0.1354811207546226,0.2315418618532518,0.7938945346108279,0.4296626586791855,0.6407888476475647,0.4463172736439721,0.8769519436065728,0.6801931399346661,0.8972963190200274,0.4024142542839195,0.8778471796070546,0.0674732150973825,0.3821745540929016,0.8443125392461609,0.1053526069559822,0.941384556330854,0.873714502476175,0.2890375558909352,0.9965571234176912,0.0535968626886206,0.1751034986516949,0.379421879567424,0.4380927816017262,0.1493615758269925,0.8697570169289002,670.5076429325319,8.061758782427813,-141.3666060136975,334.2730211006031,50.63479369788511,-90.76516857627786,32.4370062527901,170.41112209922434,49.46278262962254,0.9064526907702724,3.5355741787577712,8.152284652907586,89.35238397065977,138.564931839404,4.8117160415259885,12.03558958592878
2,275277,0.3049546878000722,0.2048750396008148,0.5406579607791441,0.8001915709122911,0.2063957030073414,0.7773519697616735,0.805726733882917,0.5360478555846784,0.7798565245261597,0.6233348722583194,0.3261084470953205,0.8644287915282536,0.1813081294170963,0.7489097047317703,0.340285069396976,0.7349845693546724,0.1050174780716551,0.6831604613103704,0.960329519424563,0.5632121141575195,0.9178859198356292,0.4109987988383951,0.8764578103261378,0.1552928176637057,0.5269924475009052,0.7375448594151445,0.5645152755991043,0.3696109873414987,0.3236801550919403,0.940885289249874,0.8972822581790726,0.9679189956119534,0.4713104274718554,0.2354818166936887,0.5156068307075476,0.5968492926748036,0.1011051509568236,0.967765485510974,0.5365331973092193,0.3853706734554419,0.2461653199272672,0.1010246703752293,0.717012750489873,0.3687906917440993,0.7749407765471766,0.4833516302988875,604.4505378558987,7.858164028477988,-14.533054675832583,191.75975065504184,22.4534415809859,-105.39485993083638,37.95959152719623,160.8114337221327,38.17073862821797,0.970521384700305,4.244111165747672,8.154925721921146,81.32222609871556,156.91176886556917,8.015642570487808,5.74613651337332
3,275278,0.60926247313269,0.3664429629951194,0.6018081624618641,0.9166676062911484,0.3864749057771919,0.1811620526048326,0.138909811107239,0.7689252227347724,0.8844250448660209,0.2327222350172707,0.8048081278005618,0.5802310923360982,0.1781091677473366,0.7609002312247001,0.1448221836149759,0.97541931402206,0.4557814400421045,0.3347611767128447,0.9573909460119916,0.2104464493039624,0.4635402713134867,0.1832658821968607,0.903859138839395,0.4611262592386758,0.8743809571205036,0.2281986471059196,0.7205810226671315,0.8445275160555364,0.8503351955346002,0.2217751590478676,0.9640759952456612,0.99675493026848,0.9923018116195912,0.2992852267929995,0.7224061489827989,0.7439698469705709,0.0590944231949112,0.0809825311408967,0.5334115838434,0.6015897802465073,0.1224439909631318,0.6538451525343643,0.2162593211269171,0.7148533934919806,0.8812702493302892,0.5812299983146332,475.7086305186885,8.30781898824312,-129.7851233986429,117.20308306677043,12.867610111652743,-98.69731069992442,19.116132384902237,278.2564367603974,36.429337012625204,1.2283467448036784,4.422137688694216,18.414907107641017,76.88274850519787,121.00756356766192,4.92182097462745,5.133121704038521
4,275279,0.8153128523300873,0.4874444128702611,0.3239542903237595,0.6342989845807573,0.0646251747648752,0.9268149348176418,0.6338045530468843,0.4393458069200666,0.0271140393062297,0.5320197915450419,0.8249742044793206,0.2369733520880036,0.2392196509383185,0.2920571449570947,0.506699693072924,0.9334847269718992,0.0123833511579966,0.1652151444394135,0.2448705705656109,0.8518712544139264,0.827112367007461,0.4203949490761685,0.6444099010926483,0.9483155372905532,0.148858129984208,0.5737656538485307,0.9215400580641332,0.6574979688790396,0.2698873334644341,0.3291453932973039,0.2528168104356524,0.0802793427070122,0.3155882180298406,0.564161303646643,0.0543912182169933,0.9747698622345332,0.5487712777061914,0.916427578708504,0.2641201842068295,0.9389847584762016,0.5929145060912415,0.56489505687634,0.027724723433455,0.138890268318004,0.8207089413431582,0.2506155889276213,758.0043349417626,8.405053755017944,-71.50282425216523,264.99392998088064,34.35246033558766,-117.49574378131635,48.85945744939929,336.4304952867377,28.664949494088468,1.0900199968646367,3.9103579662998516,13.270446501350362,70.41590873244577,121.96738405268914,6.41107428564805,8.231365138234716
5,275280,0.9738784832384678,0.8427177655128544,0.8843821275687215,0.4830385183574413,0.4555024451399064,0.0033432642295471,0.571993899367559,0.1080213519399816,0.346714472105868,0.892123327691437,0.5302363024509635,0.5671107960235979,0.5199404394268785,0.8090989541734943,0.6773154536019332,0.189619934281516,0.6305387844628966,0.1216629732543951,0.1379034576459735,0.0866236337518124,0.4755652922556591,0.5704332686890945,0.3418815679125811,0.2261822272925234,0.7471669688424345,0.3415712595366659,0.8735800996255836,0.3545701996239114,0.3062113115522962,0.5696735938369242,0.7681932635456918,0.4789220650226387,0.8102888341287158,0.9402070216948986,0.28110046540439,0.2200335952555639,0.870607858521963,0.8195688092216453,0.430581507397485,0.4925638989873708,0.4322402773447778,0.6628199875879341,0.1792310284957067,0.6313750426995182,0.3959595829860838,0.6616365609334729,600.7714314284026,9.219630241195029,-113.63995937311503,129.20279581129557,25.48270755349578,-119.44324039834451,27.73952047026117,251.83012758509165,46.48552597550902,0.9844586187210889,3.73727366115177,15.296131226770516,76.30725187016844,229.0673854622894,7.548845115298192,10.952977608614471
6,275281,0.7303037049384435,0.5215298980120882,0.5845044928942283,0.4014592468811601,0.0234317346361247,0.5810214112819444,0.0049271018016958,0.7574778589755695,0.8522709608830799,0.7295035756234733,0.5257781828204857,0.367712993433873,0.4492024891996431,0.5343846004672014,0.0330735583516761,0.3139242800059903,0.252901725755939,0.2442066945454961,0.6352127445450277,0.3707547400680636,0.5455454024560297,0.6272038639363108,0.3362726840047755,0.3998571205738048,0.472162136913171,0.6033662463907012,0.5472081350249733,0.248891087630245,0.5615001192688538,0.155570012696787,0.2904303916048542,0.3631858051434367,0.5908096048994894,0.6160386763493673,0.3083304813614008,0.422008167285464,0.586111721934491,0.6442018344739592,0.4860159346725937,0.8966085502515351,0.5779525111541083,0.6906380877461886,0.7155537494039766,0.4110094032275737,0.5904371468630051,0.451806540264295,828.4034454004552,7.102008000570516,-24.351812503599906,164.79921400630582,14.863146150206962,-125.65263265796162,43.515253330891895,368.23423616290466,43.418627910164055,1.3782430518022533,4.249340198564822,11.320171097649412,74.86234161368489,224.98220846767106,8.687050894602962,10.996049676997412
7,275282,0.3251507794336448,0.6680168725582345,0.4352080403652585,0.2824837647010895,0.9013125631968104,0.3908364659308843,0.2404426093050718,0.5616796947846936,0.0507776382270564,0.7558953155418527,0.4745278863249774,0.8521260950681803,0.7458737369896115,0.7856803341878629,0.4998390442502585,0.7940712195685692,0.3597978254768922,0.2618304024367396,0.5803771037225532,0.0372971652008533,0.7025103570928817,0.8317866286831146,0.0319246602807052,0.991197353854439,0.0160817601824527,0.6605173290081824,0.1986952145325964,0.472628414082479,0.6149149518287051,0.639662332704518,0.0780076188362882,0.6898329396262359,0.3856216173528616,0.4714960429528961,0.2985638584291933,0.4626737174834344,0.3775796585271646,0.6411115697711615,0.6077409808491846,0.7414546037428089,0.2257460240680536,0.2082268920182131,0.5514341785188086,0.8483209087756861,0.9996850862679628,0.0222376117744148,746.7188101369316,7.171931048597209,-14.589486427831723,233.90406840350266,26.081951324819986,-134.1577205461174,48.330933132205345,244.14520693129452,42.638529413157556,1.0726216794534114,5.485850429542471,12.316091466088736,71.86993322750016,181.1724934862,6.963137764218952,14.313268804299685
8,275283,0.7678894982354274,0.7526244149981943,0.4195833167163377,0.7738698389319475,0.90245237718758,0.7623223244746168,0.2554160696838808,0.7814987032627052,0.1855482099993544,0.9178645732093734,0.8279094169388106,0.9963625915275176,0.6025718720693797,0.5936807613557081,0.444918002000739,0.0323607023912523,0.2112687370447093,0.023871102718202,0.3581782712830696,0.3368823818830572,0.957170088112556,0.8952257661270656,0.17771604301128,0.9791077511732592,0.8351603477613273,0.6615390261638939,0.6113025525020767,0.2023463937935828,0.2357930317856435,0.4070611027775835,0.7046714567639714,0.5674574125315638,0.4848514508665349,0.5526470494337387,0.7234879781149585,0.7526260100814524,0.094012690364657,0.1267978951263262,0.03707327710902,0.6884624760550581,0.7382489145432398,0.7029810139281422,0.2834130158771896,0.8274486736532322,0.1487069194333136,0.0120209408697703,755.4462101457302,9.248511274358515,-63.86577613473585,167.60794727100637,16.756937620989287,-109.5295174605638,14.719359467565805,282.42919471922863,37.28475906151368,0.9622581518420371,3.8044884947483055,12.341929793448225,78.69807560699799,283.79434450879637,8.181751882488554,13.011945888046075
9,275284,0.9659428489535036,0.1645501202227752,0.355493325724028,0.6849601268140673,0.3793669019729118,0.3547463897991585,0.2659596350027118,0.5797940423116674,0.2025205037948278,0.1667425124563539,0.2546814837792289,0.2262865502170407,0.6304625775914099,0.8910988844789693,0.8136835499125706,0.1561770063121765,0.3242048863958525,0.9931728928077564,0.496138750550276,0.8420721910580733,0.771181800890611,0.4174451465297937,0.1979483394207154,0.1326959727296801,0.8832869584955921,0.4528546286344264,0.5823190104635019,0.4605776123250621,0.2439734648360292,0.7323275533781873,0.7561469598447113,0.6548490565776174,0.0090971945751975,0.9777258900776338,0.8877002786419834,0.6460702165191385,0.2891765452497318,0.0106895808382199,0.159279478270987,0.121543976475112,0.0722346794887011,0.3026765349187723,0.7825800497592779,0.2935078798973304,0.8797979611430664,0.2046204738613754,698.845966833393,6.713047537368167,-131.85172620186285,282.224515970533,41.216368362239876,-109.06106008255492,20.97711426528576,198.71162073304308,44.88697902606488,0.9922592967471243,3.9549467636439495,16.654717237659884,81.9761093204927,221.21748519420746,7.454976774070154,12.778612636454884
10,275285,0.7636246566729314,0.4980890408167155,0.9333926595277148,0.8796834430773901,0.8455755292306366,0.2776288773195048,0.2022421630690875,0.6251703189175166,0.0559151571330389,0.4257419059300269,0.6374955458665279,0.4039059371113575,0.6842192910960058,0.8163935364413414,0.3912374867464593,0.5105643543899033,0.7379095557801197,0.1224920066442596,0.8861204526815284,0.2755609940768048,0.3589489562122696,0.6671296956985113,0.8407291773530507,0.0197469910446356,0.0369983223008162,0.714982529354831,0.2249307712372566,0.403161194242563,0.0490757655281952,0.6210076847151106,0.1265077170586993,0.3540253058363514,0.4506892897052538,0.8716584255181224,0.9282781905047204,0.576829632277235,0.6223010735161774,0.8121931219967393,0.1714900019442119,0.5577286725038377,0.922913058842491,0.1876584683279973,0.0756082066044461,0.0749752173619061,0.9222202444483614,0.9358754513136864,643.2745566009562,7.839409116378858,-83.59729404999754,205.86825616056768,21.215127420763444,-101.12182678156952,48.66598721414058,218.55366238035523,39.00467361101948,1.126247045770518,3.9213085430648147,6.547612238235591,65.3225384673206,196.25312797714002,7.947991548153867,5.727735709612664
